,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,sqrt_BALANCE_FREQUENCY,sqrt_CASH_ADVANCE_FREQUENCY,sqrt_PURCHASES_TRX,avg_oneoff_purchases,avg_installment_purchases,avg_cash_advance,digit_BALANCE,digit_BALANCE_FREQUENCY,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_PURCHASES_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,CUST_ID,TENURE,cluster
601,2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,0.0,0.363636,4,0,2100.0,553.0043900000001,570.2291809999999,0.0,0.9534626369187206,0.6030223876441073,0.0,0.0,0.0,49.80374325,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,3,1,1,1,1,C10626,11,0
602,6980.581442000001,1.0,0.0,0.0,0.0,11549.11174,0.0,0.0,0.0,0.416667,15,0,14500.0,1498.338478,1536.151742,0.0,1.0,0.6454974825667409,0.0,0.0,0.0,769.9407826666667,3,8,1,1,1,2,1,1,1,2,1,1,4,1,1,1,8,3,1,1,1,1,C10627,12,0
603,724.261595,1.0,625.46,198.4,427.06,0.0,0.583333,0.166667,0.5,0.0,0,10,7500.0,721.0810230000001,234.27768700000001,0.0,1.0,0.0,3.1622776601683795,1190.3976192047617,854.12,0.0,1,8,1,1,1,1,5,2,5,1,1,1,2,1,1,1,8,1,2,1,1,1,C10628,12,1
604,2469.6656550000002,1.0,963.13,963.13,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,7000.0,566.87028,639.521888,0.0,1.0,0.0,4.0,1444.694277652861,0.0,0.0,2,8,1,1,1,1,6,6,1,1,1,1,2,1,1,1,8,1,2,1,1,1,C10629,12,2
605,202.190447,0.545455,2011.81,2011.81,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,2100.0,3144.544042,165.070133,0.8,0.7385492536046597,0.0,2.8284271247461903,4828.34013732789,0.0,0.0,1,5,1,1,1,1,4,4,1,1,1,1,1,1,1,7,6,1,2,1,1,1,C10630,12,0
606,6787.661776000001,1.0,99.5,0.0,99.5,7726.511679000001,0.833333,0.0,0.75,0.416667,10,10,8000.0,1775.13958,2293.582697,0.0,1.0,0.6454974825667409,3.1622776601683795,0.0,132.66666666666666,772.6511679000001,3,8,1,1,1,2,7,1,7,2,1,1,3,1,1,1,8,3,2,1,1,1,C10631,12,1
607,107.298227,0.636364,1084.09,0.0,1084.09,0.0,0.666667,0.0,0.666667,0.0,0,9,8000.0,1515.629124,152.094041,0.714286,0.797724263138586,0.0,3.0,0.0,1626.1341869329065,0.0,1,6,1,1,1,1,6,1,6,1,1,1,3,1,1,6,7,1,2,1,1,1,C10632,12,1
608,3946.876897,1.0,207.0,0.0,207.0,1546.727807,0.916667,0.0,0.916667,0.5,11,11,8500.0,1494.101923,886.5392519999999,0.0,1.0,0.7071067811865476,3.3166247903554,0.0,225.8180997025092,140.61161881818182,2,8,1,1,1,1,8,1,8,3,1,1,3,1,1,1,8,3,2,1,1,1,C10633,12,1
609,1246.3938050000002,1.0,1757.47,907.05,850.42,0.0,1.0,0.416667,1.0,0.0,0,80,5000.0,1254.376139,309.54283399999997,0.0,1.0,0.0,8.94427190999916,2176.918258465393,850.42,0.0,1,8,1,1,1,1,8,4,8,1,1,2,2,1,1,1,8,1,4,1,1,1,C10634,12,1
610,7155.3287230000005,1.0,3837.59,1860.18,1977.41,14811.688180000001,1.0,0.916667,1.0,0.916667,51,52,9500.0,17739.94594,2500.582848,0.0,1.0,0.9574272818339783,7.211102550927978,2029.2865348048965,1977.41,290.4252584313726,4,8,1,1,1,3,8,8,8,4,4,2,3,3,1,1,8,4,4,1,1,1,C10635,12,2
611,2147.939753,0.818182,117.57,117.57,0.0,1022.2307199999999,0.083333,0.083333,0.0,0.083333,2,2,8000.0,5441.8768820000005,542.296729,0.1,0.9045341342370667,0.28867455724396635,1.4142135623730951,1410.8456433825734,0.0,511.11535999999995,1,7,1,1,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,C10636,12,0
612,32.612745000000004,1.0,1223.41,769.41,454.0,0.0,1.0,1.0,0.916667,0.0,0,25,6000.0,1222.343069,129.30414199999998,0.8,1.0,0.0,5.0,769.41,495.2725471736192,0.0,1,8,1,1,1,1,8,8,8,1,1,1,2,1,1,7,8,1,3,1,1,1,C10637,12,2
613,5380.796813,1.0,1710.24,817.32,892.92,2292.800636,1.0,0.416667,1.0,0.25,6,43,6000.0,1572.990843,3215.7719190000003,0.0,1.0,0.5,6.557438524302,1961.5664307468555,892.92,382.13343933333334,3,8,1,1,1,1,8,4,8,2,1,1,2,1,1,1,8,3,3,1,1,1,C10638,12,1
614,3419.6616759999997,1.0,11.06,11.06,0.0,1261.347779,0.083333,0.083333,0.0,0.083333,1,1,4000.0,745.984976,1243.56477,0.0,1.0,0.28867455724396635,1.0,132.72053088212354,0.0,1261.347779,2,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,C10639,12,0
615,8900.194109,1.0,0.0,0.0,0.0,4849.693752,0.0,0.0,0.0,0.916667,52,0,12000.0,2430.8641390000003,2452.882838,0.0,1.0,0.9574272818339783,0.0,0.0,0.0,93.26334138461539,4,8,1,1,1,1,1,1,1,4,4,1,4,1,1,1,8,4,1,1,1,1,C10640,12,0
616,837.9505849999999,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,7000.0,7883.621179000001,208.069929,1.0,1.0,0.0,7.280109889280518,2904.89,5368.29,0.0,1,8,2,1,2,1,8,8,8,1,1,2,2,2,1,8,8,1,4,1,1,1,C10641,12,2
617,2113.098241,1.0,619.93,0.0,619.93,1958.668173,1.0,0.0,0.916667,0.083333,2,24,4000.0,529.8298940000001,508.775831,0.0,1.0,0.28867455724396635,4.898979485566356,0.0,676.2870268047175,979.3340865,1,8,1,1,1,1,8,1,8,1,1,1,2,1,1,1,8,2,3,1,1,1,C10642,12,1
618,16.371699,0.3,190.0,0.0,190.0,0.0,0.2,0.0,0.2,0.0,0,3,4000.0,322.11446800000004,139.674841,0.5,0.5477225575051661,0.0,1.7320508075688772,0.0,950.0,0.0,1,3,1,1,1,1,2,1,2,1,1,1,2,1,1,5,5,1,1,1,1,1,C10643,10,0
619,3774.0635850000003,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,11500.0,2529.0853190000003,1256.196236,0.0,1.0,0.0,8.0,8658.810662177522,2629.11,0.0,2,8,2,1,1,1,8,5,8,1,1,2,4,1,1,1,8,1,4,1,1,1,C10644,12,2
620,1088.031913,1.0,9734.63,3756.01,5978.62,0.0,1.0,1.0,1.0,0.0,0,194,8500.0,8571.945329,204.762568,0.083333,1.0,0.0,13.92838827718412,3756.01,5978.62,0.0,1,8,2,1,3,1,8,8,8,1,1,5,3,2,1,1,8,1,6,1,1,1,C10645,12,2
621,2.175751,0.454545,0.0,0.0,0.0,136.662804,0.0,0.0,0.0,0.083333,1,0,3000.0,278.731912,56.686755000000005,0.2,0.6741995253632266,0.28867455724396635,0.0,0.0,0.0,136.662804,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,1,1,1,C10646,12,0
622,5248.3924210000005,1.0,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000.0,8495.972926999999,1183.069705,0.25,1.0,0.7071067811865476,10.816653826391969,11204.544397727801,1244.6266666666668,261.7583906666667,3,8,2,2,1,1,7,6,7,3,1,3,4,2,1,3,8,3,5,1,1,1,C10647,12,2
623,9.581344,1.0,118.6,70.0,48.6,0.0,1.0,0.083333,0.916667,0.0,0,25,3300.0,117.78008200000001,56.500841,0.1,1.0,0.0,5.0,840.00336001344,53.018162538849985,0.0,1,8,1,1,1,1,8,1,8,1,1,1,1,1,1,1,8,1,3,1,1,1,C10648,12,1
624,3123.339488,1.0,11202.09,10929.53,272.56,0.0,1.0,1.0,0.583333,0.0,0,100,7500.0,8317.163283,887.4956880000001,0.083333,1.0,0.0,10.0,10929.53,467.2459812834179,0.0,2,8,2,3,1,1,8,8,5,1,1,3,2,2,1,1,8,1,5,1,1,1,C10649,12,2
625,1670.928797,1.0,794.52,794.52,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,1750.0,1083.625844,1196.302503,0.0,1.0,0.0,4.0,1191.779404110298,0.0,0.0,1,8,1,1,1,1,6,6,1,1,1,1,1,1,1,1,8,1,2,1,1,1,C10650,12,2
626,537.389322,0.9,1704.22,150.5,1553.72,0.0,0.9,0.2,0.8,0.0,0,16,1500.0,679.8884559999999,160.59231100000002,0.125,0.9486832980505138,0.0,4.0,752.5,1942.1499999999999,0.0,1,8,1,1,1,1,8,2,7,1,1,1,1,1,1,2,8,1,2,1,1,1,C10651,10,1
627,1803.955439,1.0,1044.43,801.35,243.08,103.174612,0.666667,0.416667,0.333333,0.083333,1,23,5000.0,1068.8059130000001,518.001095,0.0,1.0,0.28867455724396635,4.795831523312719,1923.238461409231,729.2407292407293,103.174612,1,8,1,1,1,1,6,4,3,1,1,1,2,1,1,1,8,2,3,1,1,1,C10652,12,2
628,2394.126386,1.0,3651.59,1544.79,2106.8,2420.908491,1.0,0.833333,1.0,0.166667,11,111,4500.0,6925.3374189999995,1646.768053,0.083333,1.0,0.40824869871194935,10.535653752852738,1853.7487414994966,2106.8,220.0825900909091,2,8,1,1,1,1,8,7,8,1,1,3,2,2,1,1,8,2,5,1,1,1,C10653,12,2
629,544.879717,1.0,6477.6,3301.6,3176.0,0.0,1.0,1.0,0.916667,0.0,0,83,7500.0,6381.2361359999995,235.66104500000003,0.833333,1.0,0.0,9.1104335791443,3301.6,3464.7260128269045,0.0,1,8,2,1,2,1,8,8,8,1,1,2,2,2,1,7,8,1,4,1,1,1,C10654,12,2
630,288.47425699999997,1.0,1025.03,0.0,1025.03,0.0,1.0,0.0,1.0,0.0,0,67,2800.0,1148.4094630000002,183.177287,0.083333,1.0,0.0,8.18535277187245,0.0,1025.03,0.0,1,8,1,1,1,1,8,1,8,1,1,2,1,1,1,1,8,1,4,1,1,1,C10655,12,1
631,1434.097191,1.0,0.0,0.0,0.0,1866.8419489999999,0.0,0.0,0.0,0.083333,2,0,2400.0,2361.9291329999996,390.202217,0.0,1.0,0.28867455724396635,0.0,0.0,0.0,933.4209744999999,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10656,12,0
632,79.554406,0.636364,472.71,472.71,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,16000.0,563.830183,108.579632,0.0,0.797724263138586,0.0,1.0,5672.542690170761,0.0,0.0,1,6,1,1,1,1,1,1,1,1,1,1,5,1,1,1,7,1,1,1,1,1,C10657,12,0
633,2134.5134359999997,1.0,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,3000.0,6801.933334,1017.637027,0.090909,1.0,0.42640121951045123,3.3166247903554,432.30043230043225,800.2498221667062,816.592748,1,8,1,1,1,1,7,2,7,1,1,1,1,2,1,1,8,2,2,1,1,1,C10658,11,1
634,4925.502001,1.0,3050.72,989.14,2061.58,10901.298270000001,0.583333,0.333333,0.333333,0.416667,24,16,11500.0,21320.89625,3913.712987,0.166667,1.0,0.6454974825667409,4.0,2967.4229674229673,6184.746184746185,454.22076125000007,3,8,1,1,1,2,5,3,3,2,2,1,4,4,1,2,8,3,2,1,1,1,C10659,12,0
635,62.321569999999994,0.636364,601.35,468.0,133.35,0.0,0.416667,0.333333,0.333333,0.0,0,10,7000.0,704.075312,161.420141,0.25,0.797724263138586,0.0,3.1622776601683795,1404.0014040014041,400.05040005040007,0.0,1,6,1,1,1,1,4,3,3,1,1,1,2,1,1,3,7,1,2,1,1,1,C10660,12,0
636,1062.752143,1.0,0.0,0.0,0.0,496.76383,0.0,0.0,0.0,0.166667,3,0,1200.0,720.3446,369.566083,0.0,1.0,0.40824869871194935,0.0,0.0,0.0,165.58794333333333,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10661,12,0
637,5347.377116,0.545455,0.0,0.0,0.0,9671.336737,0.0,0.0,0.0,0.083333,1,0,10500.0,3239.303839,3614.801495,0.0,0.7385492536046597,0.28867455724396635,0.0,0.0,0.0,9671.336737,3,5,1,1,1,2,1,1,1,1,1,1,3,1,1,1,6,2,1,1,1,6,C10662,12,0
638,8.555864,1.0,0.0,0.0,0.0,75.612993,0.0,0.0,0.0,0.083333,1,0,5000.0,74.218884,96.13968,0.0,1.0,0.28867455724396635,0.0,0.0,0.0,75.612993,1,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,C10663,12,0
639,164.649775,1.0,1764.86,1149.34,615.52,0.0,1.0,0.666667,0.916667,0.0,0,21,10000.0,1768.463643,212.73674,1.0,1.0,0.0,4.58257569495584,1724.0091379954308,671.4761194632292,0.0,1,8,1,1,1,1,8,6,8,1,1,1,3,1,1,8,8,1,2,1,1,1,C10665,12,2
640,299.765294,1.0,2352.2,1136.7,1215.5,0.0,0.916667,0.666667,0.75,0.0,0,30,6500.0,2671.2797960000003,185.468819,0.25,1.0,0.0,5.477225575051661,1705.0491474754263,1620.6666666666667,0.0,1,8,1,1,1,1,8,6,7,1,1,1,2,1,1,3,8,1,3,1,1,1,C10666,12,2
641,3725.636832,1.0,0.0,0.0,0.0,516.029064,0.0,0.0,0.0,0.666667,9,0,4000.0,1221.2742210000001,1537.255049,0.0,1.0,0.8164967850518458,0.0,0.0,0.0,57.33656266666666,2,8,1,1,1,1,1,1,1,3,1,1,2,1,1,1,8,4,1,1,1,1,C10667,12,0
642,306.877248,1.0,3877.85,2183.56,1694.29,0.0,0.916667,0.666667,0.75,0.0,0,29,12500.0,3639.443058,205.02498300000002,1.0,1.0,0.0,5.385164807134504,3275.3383623308187,2259.0533333333333,0.0,1,8,1,1,1,1,8,6,7,1,1,1,4,1,1,8,8,1,3,1,1,1,C10668,12,2
643,14411.957980000001,1.0,5958.17,3161.46,2796.71,0.0,1.0,0.583333,1.0,0.0,0,98,15000.0,7839.750264,8096.7950200000005,0.0,1.0,0.0,9.899494936611665,5419.648811227892,2796.71,0.0,7,8,1,1,1,1,8,5,8,1,1,3,4,2,1,1,8,1,5,1,1,1,C10669,12,2
644,1759.9698879999999,1.0,5969.33,3755.24,2214.09,1777.022586,1.0,1.0,1.0,0.25,4,92,16500.0,7272.999505,445.13136399999996,0.25,1.0,0.5,9.591663046625438,3755.24,2214.09,444.2556465,1,8,1,1,1,1,8,8,8,2,1,3,5,2,1,3,8,3,5,1,1,1,C10670,12,2
645,1482.235539,1.0,14604.87,2475.93,12128.94,0.0,1.0,0.583333,1.0,0.0,0,219,15500.0,14462.63056,340.71780099999995,1.0,1.0,0.0,14.798648586948742,4244.45385397363,12128.94,0.0,1,8,3,1,5,1,8,5,8,1,1,5,5,3,1,8,8,1,7,1,2,1,C10671,12,2
646,6014.8068060000005,1.0,433.63,433.63,0.0,2433.9871989999997,0.25,0.25,0.0,0.583333,13,5,7000.0,1534.75789,1663.455756,0.0,1.0,0.7637623976080519,2.23606797749979,1734.52,0.0,187.2297845384615,3,8,1,1,1,1,3,3,1,3,1,1,2,1,1,1,8,4,1,1,1,1,C10672,12,0
647,5619.1570280000005,1.0,2790.76,2549.25,241.51,0.0,1.0,1.0,0.333333,0.0,0,36,14000.0,1778.2840670000003,1355.651702,0.0,1.0,0.0,6.0,2549.25,724.5307245307246,0.0,3,8,1,1,1,1,8,8,3,1,1,1,4,1,1,1,8,1,3,1,1,1,C10673,12,2
648,365.12275,1.0,571.32,0.0,571.32,4961.005282,0.5,0.0,0.333333,0.416667,14,3,4000.0,5308.488824,216.48223,0.454545,1.0,0.6454974825667409,1.7320508075688772,0.0,1713.9617139617142,354.35752014285714,1,8,1,1,1,1,5,1,3,2,1,1,2,1,1,4,8,3,1,1,1,1,C10674,12,0
649,1728.079372,1.0,0.0,0.0,0.0,1662.824051,0.0,0.0,0.0,0.166667,4,0,1800.0,141.505315,10592.537190000001,0.0,1.0,0.40824869871194935,0.0,0.0,0.0,415.70601275,1,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,8,2,1,1,1,1,C10675,12,0
650,1043.249828,1.0,281.25,0.0,281.25,1361.2476199999999,1.0,0.0,0.8888889999999999,0.44444399999999995,4,9,1200.0,634.96657,965.1324400000001,0.0,1.0,0.66666633333325,3.0,0.0,316.4062104492237,340.31190499999997,1,8,1,1,1,1,8,1,8,2,1,1,1,1,1,1,8,3,2,1,1,1,C10676,9,1
651,2571.925816,1.0,1701.9,464.9,1237.0,1089.064313,1.0,0.25,1.0,0.333333,5,55,3000.0,710.210734,684.951673,0.0,1.0,0.577349980514419,7.416198487095663,1859.6,1237.0,217.81286260000002,2,8,1,1,1,1,8,3,8,2,1,2,1,1,1,1,8,3,4,1,1,1,C10677,12,1
652,7760.5254,1.0,14332.92,10588.97,3743.95,0.0,1.0,0.909091,0.909091,0.0,0,152,16000.0,7116.531862000001,2117.1860829999996,0.0,1.0,0.0,12.328828005937952,11647.865835213415,4118.344588165541,0.0,4,8,3,3,2,1,8,8,8,1,1,4,5,2,1,1,8,1,6,1,1,1,C10678,11,2
653,61.644247,0.363636,490.6,0.0,490.6,0.0,0.272727,0.0,0.272727,0.0,0,3,18000.0,1197.347043,131.19619,1.0,0.6030223876441073,0.0,1.7320508075688772,0.0,1798.8684655351324,0.0,1,3,1,1,1,1,3,1,3,1,1,1,5,1,1,8,5,1,1,1,1,1,C10679,11,0
654,0.0,0.0,0.0,0.0,0.0,310.888779,0.0,0.0,0.0,0.083333,1,0,9000.0,0.0,312.4522915,0.0,0.0,0.28867455724396635,0.0,0.0,0.0,310.888779,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,C10680,12,0
655,1724.2041,1.0,8371.19,4192.8,4178.39,959.946429,1.0,0.5,1.0,0.083333,1,87,3800.0,9582.782864,1805.370785,0.25,1.0,0.28867455724396635,9.327379053088816,8385.6,4178.39,959.946429,1,8,2,1,2,1,8,5,8,1,1,2,2,2,1,3,8,2,4,1,1,1,C10681,12,2
656,558.989996,0.818182,4552.44,1234.0,3318.44,0.0,0.75,0.166667,0.583333,0.0,0,15,5000.0,5496.3438240000005,173.931803,1.0,0.9045341342370667,0.0,3.872983346207417,7403.985192029615,5688.757536432878,0.0,1,7,1,1,2,1,7,2,5,1,1,1,2,1,1,8,8,1,2,1,1,1,C10682,12,1
657,15.728894,0.272727,202.0,202.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2000.0,200.169721,43.909196,0.0,0.5222327067505443,0.0,1.4142135623730951,1211.9975760048478,0.0,0.0,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,C10683,12,0
658,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1.0,0.5,1.0,0.5,62,104,7000.0,17084.851919999997,2068.25205,0.090909,0.9534626369187206,0.7071067811865476,10.198039027185569,5749.78,3155.45,117.41742522580644,2,8,1,1,2,2,8,5,8,3,5,3,2,3,1,1,8,3,5,1,1,1,C10684,12,2
659,28.394517999999998,0.181818,379.3,0.0,379.3,0.0,0.166667,0.0,0.166667,0.0,0,6,2500.0,534.818301,28.994494,0.181818,0.42640121951045123,0.0,2.449489742783178,0.0,2275.7954484091033,0.0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,4,1,2,1,1,1,C10685,12,0
660,2515.968879,1.0,1877.24,926.9,950.34,0.0,0.166667,0.166667,0.083333,0.0,0,29,8500.0,4503.07943,810.909841,0.083333,1.0,0.0,5.385164807134504,5561.388877222245,11404.125616502466,0.0,2,8,1,1,1,1,2,2,1,1,1,1,3,1,1,1,8,1,3,1,2,1,C10686,12,0
661,408.069031,1.0,3660.97,3660.97,0.0,0.0,1.0,1.0,0.0,0.0,0,33,7500.0,4471.044825,188.40999399999998,0.666667,1.0,0.0,5.744562646538029,3660.97,0.0,0.0,1,8,1,1,1,1,8,8,1,1,1,1,2,1,1,6,8,1,3,1,1,1,C10688,12,2
662,975.1658539999999,1.0,2281.56,2281.56,0.0,98.596565,0.916667,0.916667,0.0,0.166667,2,29,20000.0,2068.187388,243.23599900000002,0.0,1.0,0.40824869871194935,5.385164807134504,2488.9736403732218,0.0,49.2982825,1,8,1,1,1,1,8,8,1,1,1,1,6,1,1,1,8,2,3,1,1,1,C10689,12,2
663,879.1909210000001,1.0,45.65,45.65,0.0,1246.223848,0.083333,0.083333,0.0,0.166667,2,1,1200.0,1589.980022,439.870516,0.1,1.0,0.40824869871194935,1.0,547.8021912087648,0.0,623.111924,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10690,12,0
664,2331.38017,1.0,1919.66,1310.9,608.76,0.0,0.916667,0.416667,0.75,0.0,0,34,6000.0,6725.483653,609.1615360000001,0.0,1.0,0.0,5.830951894845301,3146.1574830740137,811.68,0.0,1,8,1,1,1,1,8,4,7,1,1,1,2,2,1,1,8,1,3,1,1,1,C10691,12,1
665,27.207109999999997,0.818182,685.08,220.0,465.08,0.0,0.583333,0.25,0.5,0.0,0,24,13000.0,798.047921,66.969941,0.25,0.9045341342370667,0.0,4.898979485566356,880.0,930.16,0.0,1,7,1,1,1,1,5,3,5,1,1,1,4,1,1,3,8,1,3,1,1,1,C10692,12,1
666,1418.254924,1.0,362.13,0.0,362.13,0.0,1.0,0.0,1.0,0.0,0,19,1200.0,496.114334,15914.72154,0.0,1.0,0.0,4.358898943540674,0.0,362.13,0.0,1,8,1,1,1,1,8,1,8,1,1,1,1,1,2,1,8,1,2,1,1,1,C10693,12,1
667,1.979916,0.125,80.0,80.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,1500.0,0.0,312.4522915,0.0,0.3535533905932738,0.0,1.0,640.0,0.0,0.0,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,C10694,8,0
668,331.586253,1.0,3703.36,1653.98,2049.38,0.0,1.0,1.0,1.0,0.0,0,54,7500.0,3229.189675,195.370312,0.916667,1.0,0.0,7.3484692283495345,1653.98,2049.38,0.0,1,8,1,1,1,1,8,8,8,1,1,2,2,1,1,8,8,1,4,1,1,1,C10695,12,2
669,10359.45471,1.0,12650.0,12650.0,0.0,2781.6822030000003,0.25,0.25,0.0,0.166667,2,10,10500.0,7566.470234,9170.428051,0.0,1.0,0.40824869871194935,3.1622776601683795,50600.0,0.0,1390.8411015000001,5,8,3,3,1,1,3,3,1,1,1,1,3,2,1,1,8,2,2,4,1,1,C10696,12,0
670,2144.477682,1.0,228.35,228.35,0.0,1908.662268,0.333333,0.333333,0.0,0.083333,1,7,4000.0,2520.722012,507.93700700000005,0.0,1.0,0.28867455724396635,2.6457513110645907,685.050685050685,0.0,1908.662268,1,8,1,1,1,1,3,3,1,1,1,1,2,1,1,1,8,2,2,1,1,2,C10697,12,0
671,2927.082849,0.9,0.0,0.0,0.0,3987.8225939999998,0.0,0.0,0.0,0.3,5,0,4000.0,862.790575,1178.426048,0.0,0.9486832980505138,0.5477225575051661,0.0,0.0,0.0,797.5645188,2,8,1,1,1,1,1,1,1,2,1,1,2,1,1,1,8,3,1,1,1,1,C10698,10,0
672,654.7477150000001,1.0,1969.24,567.47,1401.77,0.0,0.916667,0.25,0.916667,0.0,0,30,12000.0,2011.7813780000001,219.067764,0.0,1.0,0.0,5.477225575051661,2269.88,1529.2030802897889,0.0,1,8,1,1,1,1,8,3,8,1,1,1,4,1,1,1,8,1,3,1,1,1,C10699,12,1
673,1162.770552,1.0,533.36,0.0,533.36,19.292323,0.666667,0.0,0.583333,0.083333,1,8,1200.0,632.227172,1395.576542,0.0,1.0,0.28867455724396635,2.8284271247461903,0.0,914.3319510468292,19.292323,1,8,1,1,1,1,6,1,5,1,1,1,1,1,1,1,8,2,2,1,1,1,C10700,12,1
674,4094.433899,1.0,0.0,0.0,0.0,1618.325972,0.0,0.0,0.0,0.5,8,0,7500.0,1070.599052,1441.148962,0.0,1.0,0.7071067811865476,0.0,0.0,0.0,202.2907465,2,8,1,1,1,1,1,1,1,3,1,1,2,1,1,1,8,3,1,1,1,1,C10701,12,0
675,278.142977,1.0,1901.94,367.0,1534.94,0.0,1.0,0.166667,1.0,0.0,0,34,4500.0,1624.241905,168.938924,0.0,1.0,0.0,5.830951894845301,2201.9955960088078,1534.94,0.0,1,8,1,1,1,1,8,2,8,1,1,1,2,1,1,1,8,1,3,1,1,1,C10702,12,1
676,5941.847384000001,1.0,0.0,0.0,0.0,744.138154,0.0,0.0,0.0,0.166667,2,0,7000.0,1756.829998,2166.204489,0.0,1.0,0.40824869871194935,0.0,0.0,0.0,372.069077,3,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,C10703,12,0
677,983.339069,1.0,5601.54,3073.82,2527.72,36.336457,1.0,0.75,1.0,0.083333,1,182,7500.0,4807.552996,207.134142,0.166667,1.0,0.28867455724396635,13.490737563232042,4098.426666666667,2527.72,36.336457,1,8,1,1,1,1,8,7,8,1,1,5,2,1,1,2,8,2,6,1,1,1,C10704,12,2
678,820.05973,1.0,162.56,0.0,162.56,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,215.685296,7281.645049,0.0,1.0,0.0,2.449489742783178,0.0,325.12,0.0,1,8,1,1,1,1,5,1,5,1,1,1,1,1,1,1,8,1,2,1,1,1,C10705,12,1
679,7025.757291,1.0,66.32,66.32,0.0,8733.135565999999,0.083333,0.083333,0.0,0.583333,16,1,9000.0,9547.622542000001,2385.432813,0.0,1.0,0.7637623976080519,1.0,795.8431833727334,0.0,545.8209728749999,3,8,1,1,1,2,1,1,1,3,2,1,3,2,1,1,8,4,1,1,1,1,C10706,12,0
680,1.4117540000000002,0.2,19.9,0.0,19.9,0.0,0.2,0.0,0.1,0.0,0,2,6500.0,49.622958000000004,48.782575,0.5,0.4472135954999579,0.0,1.4142135623730951,0.0,198.99999999999997,0.0,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,5,4,1,1,1,1,1,C10707,10,0
681,5656.069801,1.0,362.36,362.36,0.0,7240.433194,0.25,0.25,0.0,1.25,12,2,8000.0,683.4214969999999,2036.877611,0.0,1.0,1.118033988749895,1.4142135623730951,1449.44,0.0,603.3694328333333,3,8,1,1,1,2,3,3,1,6,1,1,3,1,1,1,8,5,1,1,1,1,C10708,8,0
682,2705.5919949999998,1.0,818.02,326.02,492.0,2758.007287,1.0,0.083333,1.0,0.083333,3,14,3000.0,4055.34116,1002.6275189999999,0.083333,1.0,0.28867455724396635,3.7416573867739413,3912.2556490225957,492.0,919.3357623333333,2,8,1,1,1,1,8,1,8,1,1,1,1,1,1,1,8,2,2,1,1,1,C10709,12,1
